global_entity_id,entity_type,canonical_name,source_package,package_local_id,status,lifecycle_state,created_at,updated_at,confidence_score,verification_status
vw:governmentscheme:pm-formalisation-of-micro-food-processing-enterprises,GovernmentScheme,PM Formalisation of Micro Food Processing Enterprises,Package007_Government_Schemes,sch-019,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:governmentscheme:pm-poshan-shakti-nirman,GovernmentScheme,PM Poshan Shakti Nirman,Package007_Government_Schemes,sch-030,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:pm-surya-ghar-muft-bijli-yojana,GovernmentScheme,PM Surya Ghar: Muft Bijli Yojana,Package007_Government_Schemes,sch-040,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:governmentscheme:pm-vishwakarma,GovernmentScheme,PM Vishwakarma,Package007_Government_Schemes,sch-018,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:governmentscheme:pm-young-achievers-scholarship-award-scheme-for-vibrant-india,GovernmentScheme,PM Young Achievers Scholarship Award Scheme for Vibrant India,Package007_Government_Schemes,sch-027,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:governmentscheme:paramparagat-krishi-vikas-yojana,GovernmentScheme,Paramparagat Krishi Vikas Yojana,Package007_Government_Schemes,sch-010,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:governmentscheme:post-matric-scholarship-for-scheduled-caste-students,GovernmentScheme,Post-Matric Scholarship for Scheduled Caste Students,Package007_Government_Schemes,sch-028,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-awas-yojana-gramin,GovernmentScheme,Pradhan Mantri Awas Yojana - Gramin,Package007_Government_Schemes,sch-036,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-awas-yojana-urban,GovernmentScheme,Pradhan Mantri Awas Yojana - Urban,Package007_Government_Schemes,sch-037,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-fasal-bima-yojana,GovernmentScheme,Pradhan Mantri Fasal Bima Yojana,Package007_Government_Schemes,sch-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-jan-dhan-yojana,GovernmentScheme,Pradhan Mantri Jan Dhan Yojana,Package007_Government_Schemes,sch-001,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-jeevan-jyoti-bima-yojana,GovernmentScheme,Pradhan Mantri Jeevan Jyoti Bima Yojana,Package007_Government_Schemes,sch-003,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-kaushal-vikas-yojana-4-0,GovernmentScheme,Pradhan Mantri Kaushal Vikas Yojana 4.0,Package007_Government_Schemes,sch-021,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-kisan-samman-nidhi,GovernmentScheme,Pradhan Mantri Kisan Samman Nidhi,Package007_Government_Schemes,sch-005,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-kisan-urja-suraksha-evam-utthaan-mahabhiyan,GovernmentScheme,Pradhan Mantri Kisan Urja Suraksha evam Utthaan Mahabhiyan,Package007_Government_Schemes,sch-013,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-krishi-sinchayee-yojana,GovernmentScheme,Pradhan Mantri Krishi Sinchayee Yojana,Package007_Government_Schemes,sch-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-mudra-yojana,GovernmentScheme,Pradhan Mantri MUDRA Yojana,Package007_Government_Schemes,sch-015,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-matru-vandana-yojana,GovernmentScheme,Pradhan Mantri Matru Vandana Yojana,Package007_Government_Schemes,sch-033,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-national-apprenticeship-promotion-scheme,GovernmentScheme,Pradhan Mantri National Apprenticeship Promotion Scheme,Package007_Government_Schemes,sch-022,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:governmentscheme:pradhan-mantri-suraksha-bima-yojana,GovernmentScheme,Pradhan Mantri Suraksha Bima Yojana,Package007_Government_Schemes,sch-002,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:governmentscheme:prime-minister-s-employment-generation-programme,GovernmentScheme,Prime Minister's Employment Generation Programme,Package007_Government_Schemes,sch-014,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:governmentscheme:samagra-shiksha,GovernmentScheme,Samagra Shiksha,Package007_Government_Schemes,sch-029,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:governmentscheme:skill-loan-scheme,GovernmentScheme,Skill Loan Scheme,Package007_Government_Schemes,sch-024,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:governmentscheme:soil-health-card-scheme,GovernmentScheme,Soil Health Card Scheme,Package007_Government_Schemes,sch-011,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:stand-up-india-scheme,GovernmentScheme,Stand-Up India Scheme,Package007_Government_Schemes,sch-016,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:governmentscheme:startup-india-seed-fund-scheme,GovernmentScheme,Startup India Seed Fund Scheme,Package007_Government_Schemes,sch-020,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:governmentscheme:sub-mission-on-agricultural-mechanization,GovernmentScheme,Sub-Mission on Agricultural Mechanization,Package007_Government_Schemes,sch-009,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:industry:ai-tooling-ai-credit-scoring-and-cash-flow-forecasting,Industry,AI Tooling: AI Credit Scoring and Cash Flow Forecasting,Package008_MSME,ait-012,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,58,VST-NEEDS_REVIEW
vw:industry:ai-tooling-ai-quality-inspection,Industry,AI Tooling: AI Quality Inspection,Package008_MSME,ait-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,58,VST-NEEDS_REVIEW
vw:industry:ai-tooling-accounting-and-gst-software,Industry,AI Tooling: Accounting and GST Software,Package008_MSME,ait-003,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:industry:ai-tooling-crm-system,Industry,AI Tooling: CRM System,Package008_MSME,ait-002,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:ai-tooling-computer-vision-sorting-and-grading,Industry,AI Tooling: Computer Vision Sorting and Grading,Package008_MSME,ait-007,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,57,VST-NEEDS_REVIEW
vw:industry:ai-tooling-customer-service-chatbot,Industry,AI Tooling: Customer Service Chatbot,Package008_MSME,ait-009,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:industry:ai-tooling-digital-marketing-and-ad-automation,Industry,AI Tooling: Digital Marketing and Ad Automation,Package008_MSME,ait-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:industry:ai-tooling-erp-system,Industry,AI Tooling: ERP System,Package008_MSME,ait-001,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:ai-tooling-generative-ai-for-content-and-documentation,Industry,AI Tooling: Generative AI for Content and Documentation,Package008_MSME,ait-010,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,62,VST-NEEDS_REVIEW
vw:industry:ai-tooling-inventory-and-warehouse-management,Industry,AI Tooling: Inventory and Warehouse Management,Package008_MSME,ait-004,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:industry:ai-tooling-predictive-maintenance,Industry,AI Tooling: Predictive Maintenance,Package008_MSME,ait-005,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,58,VST-NEEDS_REVIEW
vw:industry:ai-tooling-workflow-and-robotic-process-automation,Industry,AI Tooling: Workflow and Robotic Process Automation,Package008_MSME,ait-011,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:industry:agritech-ai-enhanced-weather-forecasting,Industry,AgriTech: AI-Enhanced Weather Forecasting,Package005_Agriculture,apa-007,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:industry:agritech-autonomous-and-assisted-tractors,Industry,AgriTech: Autonomous and Assisted Tractors,Package005_Agriculture,apa-009,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,52,VST-NEEDS_REVIEW
vw:industry:agritech-computer-vision-grading-and-sorting,Industry,AgriTech: Computer Vision Grading and Sorting,Package005_Agriculture,apa-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,57,VST-NEEDS_REVIEW
vw:industry:agritech-digital-twin-farm-simulation,Industry,AgriTech: Digital Twin Farm Simulation,Package005_Agriculture,apa-010,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,50,VST-NEEDS_REVIEW
vw:industry:agritech-disease-and-pest-detection,Industry,AgriTech: Disease and Pest Detection,Package005_Agriculture,apa-005,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,58,VST-NEEDS_REVIEW
vw:industry:agritech-drone-based-spraying,Industry,AgriTech: Drone-Based Spraying,Package005_Agriculture,apa-003,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,63,VST-NEEDS_REVIEW
vw:industry:agritech-farm-robotics-weeding-and-harvest,Industry,AgriTech: Farm Robotics (Weeding and Harvest),Package005_Agriculture,apa-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,52,VST-NEEDS_REVIEW
vw:industry:agritech-iot-soil-and-weather-sensing,Industry,AgriTech: IoT Soil and Weather Sensing,Package005_Agriculture,apa-002,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,62,VST-NEEDS_REVIEW
vw:industry:agritech-satellite-crop-monitoring,Industry,AgriTech: Satellite Crop Monitoring,Package005_Agriculture,apa-001,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:industry:agritech-yield-prediction-models,Industry,AgriTech: Yield Prediction Models,Package005_Agriculture,apa-004,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,58,VST-NEEDS_REVIEW
vw:industry:agriculture-and-agro-processing,Industry,Agriculture & Agro-Processing,Package004_Industries,p006:agriculture-and-agro-processing,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:agriculture-and-allied,Industry,Agriculture & Allied,Package004_Industries,category:agriculture-and-allied,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,56,VST-NEEDS_REVIEW
vw:industry:agriculture-and-allied-livelihoods,Industry,Agriculture & Allied Livelihoods,Package004_Industries,category:agriculture-and-allied-livelihoods,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,81,VST-NEEDS_REVIEW
vw:industry:agriculture-commercial-crops,Industry,Agriculture: Commercial Crops,Package005_Agriculture,cc-005,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:industry:agriculture-food-grains,Industry,Agriculture: Food Grains,Package005_Agriculture,cc-001,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:industry:agriculture-fruits,Industry,Agriculture: Fruits,Package005_Agriculture,cc-007,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:industry:agriculture-medicinal-plants,Industry,Agriculture: Medicinal Plants,Package005_Agriculture,cc-009,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:industry:agriculture-millets,Industry,Agriculture: Millets,Package005_Agriculture,cc-002,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:industry:agriculture-oil-seeds,Industry,Agriculture: Oil Seeds,Package005_Agriculture,cc-004,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:industry:agriculture-plantation-crops,Industry,Agriculture: Plantation Crops,Package005_Agriculture,cc-010,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:industry:agriculture-pulses,Industry,Agriculture: Pulses,Package005_Agriculture,cc-003,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:industry:agriculture-spices,Industry,Agriculture: Spices,Package005_Agriculture,cc-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:industry:agriculture-vegetables,Industry,Agriculture: Vegetables,Package005_Agriculture,cc-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:industry:artificial-intelligence,Industry,Artificial Intelligence,Package008_MSME,mc-016,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:industry:automotive-repair-and-services,Industry,Automotive Repair & Services,Package004_Industries,p006:automotive-repair-and-services,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:chemical,Industry,Chemical,Package008_MSME,mc-010,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:industry:construction,Industry,Construction,Package008_MSME,mc-011,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:industry:construction-and-real-estate,Industry,Construction & Real Estate,Package004_Industries,p006:construction-and-real-estate,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:construction-and-skilled-trades,Industry,Construction & Skilled Trades,Package004_Industries,category:construction-and-skilled-trades,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:industry:creative-industries,Industry,Creative Industries,Package008_MSME,mc-020,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:industry:education-and-training,Industry,Education and Training,Package008_MSME,mc-022,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,69,VST-NEEDS_REVIEW
vw:industry:electric-vehicles,Industry,Electric Vehicles,Package008_MSME,mc-017,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:electronics,Industry,Electronics,Package008_MSME,mc-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:industry:engineering,Industry,Engineering,Package008_MSME,mc-005,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:industry:finance-and-banking,Industry,Finance & Banking,Package004_Industries,p006:finance-and-banking,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:food-and-beverage-manufacturing,Industry,Food & Beverage Manufacturing,Package004_Industries,p006:food-and-beverage-manufacturing,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:food-processing,Industry,Food Processing,Package008_MSME,mc-004,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:industry:healthcare,Industry,Healthcare,Package008_MSME,mc-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:industry:healthcare-services,Industry,Healthcare Services,Package004_Industries,p006:healthcare-services,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:hospitality-and-tourism,Industry,Hospitality & Tourism,Package004_Industries,p006:hospitality-and-tourism,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:industrial-automation,Industry,Industrial Automation,Package008_MSME,mc-014,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:information-technology,Industry,Information Technology,Package008_MSME,mc-012,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:industry:local-entrepreneurship-digital-services,Industry,Local Entrepreneurship / Digital Services,Package004_Industries,category:local-entrepreneurship-digital-services,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:industry:local-entrepreneurship-fashion-and-apparel,Industry,Local Entrepreneurship / Fashion & Apparel,Package004_Industries,category:local-entrepreneurship-fashion-and-apparel,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:industry:local-entrepreneurship-rural-digital-commerce,Industry,Local Entrepreneurship / Rural Digital Commerce,Package004_Industries,category:local-entrepreneurship-rural-digital-commerce,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,67,VST-NEEDS_REVIEW
vw:industry:logistics-and-e-commerce,Industry,Logistics & E-commerce,Package004_Industries,p006:logistics-and-e-commerce,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:logistics-and-warehousing,Industry,Logistics and Warehousing,Package008_MSME,mc-019,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:industry:manufacturing,Industry,Manufacturing,Package004_Industries,category:manufacturing,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,55,VST-NEEDS_REVIEW
vw:industry:manufacturing-automotive,Industry,Manufacturing (Automotive),Package004_Industries,p006:manufacturing-automotive,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:manufacturing-electronics,Industry,Manufacturing (Electronics),Package004_Industries,p006:manufacturing-electronics,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:manufacturing-general,Industry,Manufacturing (General),Package004_Industries,p006:manufacturing-general,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:media-and-content-creation,Industry,Media & Content Creation,Package004_Industries,p006:media-and-content-creation,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:power-and-utilities,Industry,Power & Utilities,Package004_Industries,p006:power-and-utilities,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:recycling-and-circular-economy,Industry,Recycling and Circular Economy,Package008_MSME,mc-024,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:industry:renewable-energy,Industry,Renewable Energy,Package008_MSME,mc-013,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:industry:retail-and-local-commerce,Industry,Retail & Local Commerce,Package004_Industries,category:retail-and-local-commerce,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,85,VST-NEEDS_REVIEW
vw:industry:retail-and-local-commerce-creator-economy,Industry,Retail & Local Commerce / Creator Economy,Package004_Industries,category:retail-and-local-commerce-creator-economy,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:industry:robotics,Industry,Robotics,Package008_MSME,mc-015,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,62,VST-NEEDS_REVIEW
vw:industry:semiconductors,Industry,Semiconductors,Package008_MSME,mc-018,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,58,VST-NEEDS_REVIEW
vw:industry:services,Industry,Services,Package008_MSME,mc-002,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:industry:technology,Industry,Technology,Package004_Industries,category:technology,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,82,VST-NEEDS_REVIEW
vw:industry:technology-it-services,Industry,Technology (IT Services),Package004_Industries,p006:technology-it-services,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:industry:textiles-and-apparel,Industry,Textiles and Apparel,Package008_MSME,mc-009,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:industry:tourism-and-hospitality,Industry,Tourism & Hospitality,Package004_Industries,category:tourism-and-hospitality,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,85,VST-NEEDS_REVIEW
vw:industry:trading,Industry,Trading,Package008_MSME,mc-003,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:industry:waste-management,Industry,Waste Management,Package008_MSME,mc-023,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:institution:acharya-n-g-ranga-agricultural-university,Institution,Acharya N.G. Ranga Agricultural University,Package002_Education,9be365cc-f4e5-4369-a06b-948468454566,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:acharya-nagarjuna-university,Institution,Acharya Nagarjuna University,Package002_Education,bde6c797-27ea-4f4d-b042-6b48fa0724bf,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:institution:adikavi-nannaya-university,Institution,Adikavi Nannaya University,Package002_Education,d714fafe-8b28-4dd7-8abf-6b36926dc668,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:andhra-university,Institution,Andhra University,Package002_Education,755af8b4-067c-4a73-bfcf-0112610b525b,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,82,VST-NEEDS_REVIEW
vw:institution:anurag-university,Institution,Anurag University,Package002_Education,a12311e3-3816-47e7-99dd-7022d83cf8a8,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:institution:bits-pilani-hyderabad-campus,Institution,BITS Pilani Hyderabad Campus,Package002_Education,753bb5c3-0d8a-4768-8365-ae640487f749,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:central-tribal-university-of-andhra-pradesh,Institution,Central Tribal University of Andhra Pradesh,Package002_Education,26f33706-81ac-4d71-84dd-ec5a26ee5287,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,69,VST-NEEDS_REVIEW
vw:institution:central-university-of-andhra-pradesh,Institution,Central University of Andhra Pradesh,Package002_Education,91e22d35-714a-4766-b5ae-0e5c852d4309,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:institution:damodaram-sanjivayya-national-law-university,Institution,Damodaram Sanjivayya National Law University,Package002_Education,34736c33-a21a-4f8a-9f01-28ae7c1d954a,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:dr-b-r-ambedkar-open-university,Institution,Dr. B.R. Ambedkar Open University,Package002_Education,0e88e024-1079-41f9-b234-38525097b2a8,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,80,VST-NEEDS_REVIEW
vw:institution:dr-b-r-ambedkar-university-srikakulam,Institution,"Dr. B.R. Ambedkar University, Srikakulam",Package002_Education,3f52daed-8ebd-4abb-b92c-16303064827a,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:institution:dr-ntr-university-of-health-sciences,Institution,Dr. NTR University of Health Sciences,Package002_Education,249eed6e-07ad-4968-a69c-dac5ff6c4b43,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:dr-y-s-r-horticultural-university,Institution,Dr. Y.S.R. Horticultural University,Package002_Education,3addb75f-a34d-446e-a80e-122a40a41543,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:dravidian-university,Institution,Dravidian University,Package002_Education,544b8769-eeca-447d-857c-d2de7f657362,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:english-and-foreign-languages-university,Institution,English and Foreign Languages University,Package002_Education,67ebaa10-de28-49b4-9f30-6142b1818b7d,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:gitam-deemed-to-be-university,Institution,GITAM (Deemed to be University),Package002_Education,3fd4f65e-19a5-4ae2-adeb-069070bb45fc,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,80,VST-NEEDS_REVIEW
vw:institution:icfai-foundation-for-higher-education,Institution,ICFAI Foundation for Higher Education,Package002_Education,7842fedc-523a-4060-80e0-578bdc8a55b8,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:indian-institute-of-science-education-and-research-tirupati,Institution,"Indian Institute of Science Education and Research, Tirupati",Package002_Education,54cde72a-a7d1-4de0-9ab3-038b971dc596,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:indian-institute-of-technology-hyderabad,Institution,Indian Institute of Technology Hyderabad,Package002_Education,b674a2b9-7070-4df6-ac25-b126a4b26ff3,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,82,VST-NEEDS_REVIEW
vw:institution:indian-institute-of-technology-tirupati,Institution,Indian Institute of Technology Tirupati,Package002_Education,2d3ac435-3ebe-4885-b30d-dbe5a0058750,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:international-institute-of-information-technology-hyderabad,Institution,"International Institute of Information Technology, Hyderabad",Package002_Education,b86d656f-e4de-47b2-a12e-2447b784fca5,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:jawaharlal-nehru-architecture-and-fine-arts-university,Institution,Jawaharlal Nehru Architecture and Fine Arts University,Package002_Education,f4de3a52-8e43-4040-86cd-00910cb6f612,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:jawaharlal-nehru-technological-university-gurajada-vizianagaram,Institution,"Jawaharlal Nehru Technological University - Gurajada, Vizianagaram",Package002_Education,10374146-0423-4e16-b07e-a6dbfe618b50,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:institution:jawaharlal-nehru-technological-university-anantapur,Institution,Jawaharlal Nehru Technological University Anantapur,Package002_Education,f9051ed5-b457-4578-b3ec-f4d8e37a4bdf,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
