mapping_id,scheme_id,scheme_short_name,package001_dist_id,dist_ref,district_name,state_scope,district_level_agency,application_channel,district_specific_variation,data_source,source_url,collection_date,confidence_score,verification_status,notes
dsm-0146,sch-036,PMAY-G,81165142-90a8-4e0f-9ea2-dbbe6eff1702,TG-YDB,Yadadri Bhuvanagiri,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0147,sch-036,PMAY-G,26232aa3-0bcb-4082-93dd-724331f31f8a,TG-MCG,Medchal-Malkajgiri,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0148,sch-036,PMAY-G,3047ff5d-7947-489e-9b85-74ba0197be66,TG-HYD,Hyderabad,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0149,sch-036,PMAY-G,d5eb8f6c-0a30-482b-a66b-b71ef0807c3d,TG-RRD,Ranga Reddy,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0150,sch-036,PMAY-G,2f88f1aa-4e27-42e9-b163-09372b546552,TG-VKB,Vikarabad,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0151,sch-036,PMAY-G,ad8a2cd7-e5a2-478a-88cc-c53c24d06f7e,TG-NRP,Narayanpet,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0152,sch-036,PMAY-G,a762e29d-b3f4-4049-8eab-482792b30100,TG-MBN,Mahabubnagar,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0153,sch-036,PMAY-G,37adc172-0f7b-4669-a8dc-303cff89b502,TG-NGK,Nagarkurnool,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0154,sch-036,PMAY-G,88ed3461-7af3-47c0-8dba-1fd58bcdb4f4,TG-WNP,Wanaparthy,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0155,sch-036,PMAY-G,9cce7f5b-ce3f-4bb0-87c4-32567b1198a4,TG-JGD,Jogulamba Gadwal,Telangana,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0156,sch-036,PMAY-G,709ae67e-2e80-4ff2-9457-def43c3a75df,AP-SRI,Srikakulam,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0157,sch-036,PMAY-G,f49867e4-4272-4e38-9918-7da19fc95b32,AP-PAR,Parvathipuram Manyam,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0158,sch-036,PMAY-G,473e5bdb-d08a-4873-9942-d3fe0fb907f6,AP-VIZ,Vizianagaram,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0159,sch-036,PMAY-G,88e201e0-7157-42e7-8c49-78dd22d1e70c,AP-VIS,Visakhapatnam,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0160,sch-036,PMAY-G,e2766aff-1f71-4401-93ba-4ba8bc3d8ab6,AP-ALL,Alluri Sitharama Raju,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0161,sch-036,PMAY-G,43940937-d49d-46bc-bf31-336bdb8d0072,AP-ANK,Anakapalli,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0162,sch-036,PMAY-G,10ba356d-0289-482f-bc5d-55ee7adfa9c8,AP-POL,Polavaram,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0163,sch-036,PMAY-G,160b4158-b8e3-4f38-ba85-0f9de408b39d,AP-KAK,Kakinada,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0164,sch-036,PMAY-G,3f5f2e8a-a13d-4889-a0d0-8f558d20c245,AP-EAS,East Godavari,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0165,sch-036,PMAY-G,a4804fbb-e644-4101-ae56-95195a25c3d9,AP-KON,Dr. B. R. Ambedkar Konaseema,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0166,sch-036,PMAY-G,652ea484-ad9d-4056-8cbf-283b982cfd01,AP-ELU,Eluru,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0167,sch-036,PMAY-G,29b87be3-4ff3-4325-87aa-d47a52501239,AP-WES,West Godavari,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0168,sch-036,PMAY-G,1cb600af-8640-465f-a1ab-cfcdbd38c7db,AP-NTR,NTR,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0169,sch-036,PMAY-G,71aa6838-7eb7-4a91-b09f-ccf59cffa4fb,AP-KRI,Krishna,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0170,sch-036,PMAY-G,a78da0a5-99d5-4729-a7f5-f6972fb28978,AP-PAL,Palnadu,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0171,sch-036,PMAY-G,d5299947-775b-49ed-9ddf-68116cd4ea31,AP-GUN,Guntur,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0172,sch-036,PMAY-G,56dfdd26-8e65-456f-a2a9-f32b079748fa,AP-BAP,Bapatla,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0173,sch-036,PMAY-G,5645ff67-1c01-4b3b-95ae-2506cc7eaa2c,AP-PRA,Prakasam,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0174,sch-036,PMAY-G,e95d3496-9cc2-4d39-ac93-ea7827089418,AP-MAR,Markapuram,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0175,sch-036,PMAY-G,e472f701-3d26-4bc2-a5f0-d811ca5d042e,AP-NEL,Sri Potti Sriramulu Nellore,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0176,sch-036,PMAY-G,b35798a9-d3a2-4ff0-b330-b3a1199c4551,AP-KUR,Kurnool,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0177,sch-036,PMAY-G,6e0bd6d7-c4cd-47cb-a568-3859d7f584f5,AP-NAN,Nandyal,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0178,sch-036,PMAY-G,155d1569-c077-4433-b4e0-6ceadfd0622a,AP-ATP,Ananthapuramu,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0179,sch-036,PMAY-G,edca209e-ddf4-423c-bf22-ddf359bc576d,AP-SSS,Sri Sathya Sai,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0180,sch-036,PMAY-G,f0de900a-6a79-45cc-aed2-01d31752edea,AP-CUD,YSR Kadapa,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0181,sch-036,PMAY-G,573f08b6-ac9a-4025-8cf5-4803690b7651,AP-ANN,Annamayya,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0182,sch-036,PMAY-G,db24bd82-9d6f-4b3c-afdf-7961543769f4,AP-TIR,Tirupati,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0183,sch-036,PMAY-G,c3a879b3-f320-47ec-8104-d1c8137b672a,AP-CHI,Chittoor,Andhra Pradesh,District Rural Development Agency / Gram Panchayat,Gram Sabha validation of the permanent wait list,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Sanction and instalment release are administered at district level
dsm-0184,sch-005,PM-KISAN,a0248e18-5e38-4b14-8c0b-dfa7105971dd,TG-ADB,Adilabad,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0185,sch-005,PM-KISAN,5eedf97f-f311-4ec9-ac9e-03da47fde723,TG-KBA,Kumuram Bheem Asifabad,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0186,sch-005,PM-KISAN,24e7d017-1120-4f39-b6e3-8eb6c8f93e82,TG-MCL,Mancherial,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0187,sch-005,PM-KISAN,1b1a69fd-b7d2-4547-9898-fef4ae0f28ec,TG-NRM,Nirmal,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0188,sch-005,PM-KISAN,b6fb561d-e551-4b7a-b15b-6f81e5a3ec20,TG-NZB,Nizamabad,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0189,sch-005,PM-KISAN,3606f526-a8fe-4eee-892c-ca996b59b03e,TG-JGT,Jagtial,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0190,sch-005,PM-KISAN,e17d2fa9-1dfa-4d56-83d5-9f962d6e3469,TG-PDP,Peddapalli,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0191,sch-005,PM-KISAN,e08443e2-2ae2-4e3b-a41d-68c06063d269,TG-KMR,Kamareddy,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0192,sch-005,PM-KISAN,165eaf89-5d17-4efa-b5d8-6909d8f0e84f,TG-RSL,Rajanna Sircilla,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0193,sch-005,PM-KISAN,086394be-1e67-4761-a069-e9d2dd6f7bd0,TG-KRM,Karimnagar,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0194,sch-005,PM-KISAN,9fed3cf2-18e0-4c2d-9355-80d3b34b1ebd,TG-JSB,Jayashankar Bhupalpally,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0195,sch-005,PM-KISAN,13bb4a71-c81b-4eb8-8d27-59bf21d96c85,TG-SNG,Sangareddy,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0196,sch-005,PM-KISAN,3a1a968d-5bd8-433b-8b99-5d2b04b69269,TG-MDK,Medak,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0197,sch-005,PM-KISAN,d764f4a1-46b2-4a6b-915a-a39fda0a4cb5,TG-SDP,Siddipet,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0198,sch-005,PM-KISAN,681ac702-6fec-4db9-bac5-1e06183fa4ed,TG-JNG,Jangaon,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0199,sch-005,PM-KISAN,b53a2b5f-f3fe-4b18-82ee-893431e3579c,TG-HNK,Hanumakonda,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0200,sch-005,PM-KISAN,479e0ee3-c2bf-404c-b3fa-f3bc106aff50,TG-WGL,Warangal,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0201,sch-005,PM-KISAN,ab5c6cd0-4983-46bb-8ca1-18ec2e543843,TG-MLG,Mulugu,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0202,sch-005,PM-KISAN,71ae6871-0548-4995-8bdc-82ffb8894157,TG-BKG,Bhadradri Kothagudem,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0203,sch-005,PM-KISAN,be21fb05-1905-4012-b551-90e8d2d8eddb,TG-KHM,Khammam,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0204,sch-005,PM-KISAN,7abca5e0-8c8c-4ad9-9557-8765700d9b92,TG-MBD,Mahabubabad,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0205,sch-005,PM-KISAN,031f932a-8114-46ad-8b13-854d1bb0cc75,TG-SRY,Suryapet,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0206,sch-005,PM-KISAN,0cb70c34-070b-4d0b-904a-562214df7d76,TG-NLG,Nalgonda,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0207,sch-005,PM-KISAN,81165142-90a8-4e0f-9ea2-dbbe6eff1702,TG-YDB,Yadadri Bhuvanagiri,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0208,sch-005,PM-KISAN,26232aa3-0bcb-4082-93dd-724331f31f8a,TG-MCG,Medchal-Malkajgiri,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0209,sch-005,PM-KISAN,3047ff5d-7947-489e-9b85-74ba0197be66,TG-HYD,Hyderabad,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0210,sch-005,PM-KISAN,d5eb8f6c-0a30-482b-a66b-b71ef0807c3d,TG-RRD,Ranga Reddy,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0211,sch-005,PM-KISAN,2f88f1aa-4e27-42e9-b163-09372b546552,TG-VKB,Vikarabad,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0212,sch-005,PM-KISAN,ad8a2cd7-e5a2-478a-88cc-c53c24d06f7e,TG-NRP,Narayanpet,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0213,sch-005,PM-KISAN,a762e29d-b3f4-4049-8eab-482792b30100,TG-MBN,Mahabubnagar,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0214,sch-005,PM-KISAN,37adc172-0f7b-4669-a8dc-303cff89b502,TG-NGK,Nagarkurnool,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0215,sch-005,PM-KISAN,88ed3461-7af3-47c0-8dba-1fd58bcdb4f4,TG-WNP,Wanaparthy,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0216,sch-005,PM-KISAN,9cce7f5b-ce3f-4bb0-87c4-32567b1198a4,TG-JGD,Jogulamba Gadwal,Telangana,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0217,sch-005,PM-KISAN,709ae67e-2e80-4ff2-9457-def43c3a75df,AP-SRI,Srikakulam,Andhra Pradesh,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0218,sch-005,PM-KISAN,f49867e4-4272-4e38-9918-7da19fc95b32,AP-PAR,Parvathipuram Manyam,Andhra Pradesh,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
dsm-0219,sch-005,PM-KISAN,473e5bdb-d08a-4873-9942-d3fe0fb907f6,AP-VIZ,Vizianagaram,Andhra Pradesh,District Agriculture Office / village revenue office,Online self-registration or CSC-assisted,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,72,VST-NEEDS_REVIEW,Land record verification is a district revenue function
