source_id,organisation,url,collector,parser,frequency,trust_score,last_collection,next_collection,active,consuming_packages,consuming_dataset_count,rows_citing_source,observed_confidence_avg,trust_rationale,frequency_rationale,pipeline_rationale
src-334,PMMVY portal; Ministry of Women and Child Development,https://pmmvy.wcd.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package007_Government_Schemes,1,1,73.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-335,PM POSHAN portal; Ministry of Education,https://pmposhan.education.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package007_Government_Schemes,1,1,74.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-336,PM Surya Ghar portal; Ministry of New and Renewable Energy,https://pmsuryaghar.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package007_Government_Schemes,1,1,71.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-337,PM Vishwakarma portal,https://pmvishwakarma.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,QUARTERLY,85,2026-07-25,2026-10-24,TRUE,Package007_Government_Schemes,1,1,73.0,Tier 1 - Government of India domain,Scheme parameters change with budget cycles and notifications,HTML portal page; figures are published in tables
src-338,Official SBTET Telangana POLYCET portal cross-checked via Sakshi Education and Collegedunia,https://polycet.sbtet.telangana.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,86.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-339,Aggregator search snippets; institution group website,https://prathimaeducation.org/ ; https://careermarg.com/college/prathima-institute-of-medical-sciences,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-340,Siemens official press release on India skill-upgradation initiatives,https://press.siemens.com/in/en/pressrelease/siemens-drive-skill-gradation-across-industries-india,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,58.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-341,Spoken Tutorial official process/verification pages,https://process.spoken-tutorial.org/index.php/Software-Training; https://spoken-tutorial.org/training/verify-ilwtest-certificate/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,66.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-342,"WebSearch (secondary aggregation of government/NASSCOM sources, industry AI-adoption and market reports, freelance-marketplace/gig-economy data, and portal blogs); direct WebFetch to .gov.in domains blocked by session egress policy",https://programs.t-hub.co/rubrix-cohort-4/ | https://wehub.telangana.gov.in/ | https://www.futureskillsprime.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-23,2027-07-23,TRUE,Package004_Industries,1,1,78.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-343,"WebSearch (secondary aggregation of government/NASSCOM sources, industry AI-adoption and market reports, freelance-marketplace/gig-economy data, and portal blogs); direct WebFetch to .gov.in domains blocked by session egress policy",https://programs.t-hub.co/rubrix-cohort-4/ | https://www.futureskillsprime.in/ | https://it.telangana.gov.in/initiatives/task/ | https://azure.microsoft.com/en-us/products/copilot,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-23,2027-07-23,TRUE,Package004_Industries,1,1,79.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-344,"WebSearch (secondary aggregation of government/NASSCOM sources, industry AI-adoption and market reports, freelance-marketplace/gig-economy data, and portal blogs); direct WebFetch to .gov.in domains blocked by session egress policy",https://programs.t-hub.co/rubrix-cohort-4/ | https://www.skillindiadigital.gov.in/free-online-courses/ | https://www.futureskillsprime.in/ | https://tracxn.com/d/explore/cybersecurity-startups-in-hyderabad-india/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-23,2027-07-23,TRUE,Package004_Industries,1,1,78.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-345,IT-ITeS Sector Skill Council (NASSCOM) Technical Support Executive/Engineer Qualification Packs; MeitY-cleared cloud computing Qualification Packs referenced in IT-ITeS SSC emerging-technology offerings,https://pursuite-production.s3.amazonaws.com/media/courseware/facilitator_guide/56489NASSCOM_Technical%20Support%20Engineer_FG.pdf; https://pursuite-production.s3.amazonaws.com/media/qp_nsqffiles/IT-ITeS_Q8303_Cloud_Application_Developer_Final.pdf; https://udyogvikas.com/wp-content/uploads/2025/02/QP_Technical-Support-Executive.pdf,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.pdf_parser.PDFParser,ANNUAL,55,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,58.0,Tier 3 - other public source,Annual industry reporting cycle,URL serves a PDF document
src-346,IT-ITeS Sector Skill Council (NASSCOM) Technical Support Executive and Technical Support Engineer Qualification Packs and Participant Handbooks,https://pursuite-production.s3.amazonaws.com/media/courseware/handbook/48989SSC_Q5101_Technical%20Support%20Engineer_V2.0_PHB.pdf; https://udyogvikas.com/wp-content/uploads/2025/02/QP_Technical-Support-Executive.pdf; https://pursuite-production.s3.amazonaws.com/media/courseware/facilitator_guide/56489NASSCOM_Technical%20Support%20Engineer_FG.pdf,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.pdf_parser.PDFParser,ANNUAL,55,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,56.0,Tier 3 - other public source,Annual industry reporting cycle,URL serves a PDF document
src-347,WebSearch,https://rajivaarogyasri.telangana.gov.in/ASRI2.0/; https://reports.aarogyasri.telangana.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,85.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-348,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://rguktong.ac.in/; https://rgukt.in/about/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,75,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,58.0,Tier 2 - academic institution,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-349,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://rguktsklm.ac.in/; https://rgukt.in/about/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,75,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,58.0,Tier 2 - academic institution,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-350,Ministry of Agriculture,https://rkvy.nic.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package005_Agriculture,1,1,71.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-351,"WebSearch aggregated (rural.gov.in press release, PIB press release, DD India feature)",https://rural.gov.in/en/press-release/implementation-rural-self-employment-training-institute; https://www.pib.gov.in/PressReleseDetailm.aspx?PRID=2082686; https://ddindia.co.in/2026/07/journeys-of-grit-pathways-of-growth-how-rural-self-employment-training-institutes-are-transforming-aspirations-into-sustainable-enterprises/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,76.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-352,Ministry of Rural Development,https://rural.nic.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package007_Government_Schemes;Package008_MSME,3,3,73.3,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-353,Samagra Shiksha portal; Ministry of Education,https://samagra.education.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package007_Government_Schemes,1,1,73.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-354,Official college website; aggregator cross-check,https://santhirammedicalcollege.com/ ; https://www.themedicalcounselling.com/doctor/santhiram-medical-college-nandyal,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,86.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-355,SCERT AP Portal / secondary news source on 2025 office relocation,https://scert.ap.gov.in/SCERT/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,68.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-356,SCERT Telangana Portal (via WebSearch cross-check),https://scert.telangana.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,72.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-357,WebSearch aggregated (multiple scheme-tracker sites; original launch Sept 17 2023),https://schemesinindia.in/central/pm-vishwakarma-yojana; https://www.egovtschemes.com/pm-vishwakarma-yojana/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package004_Industries,1,1,80.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-358,National Scholarship Portal; Package002_Education reconciliation,https://scholarships.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,QUARTERLY,85,2026-07-25,2026-10-24,TRUE,Package007_Government_Schemes,4,8,74.0,Tier 1 - Government of India domain,Scheme parameters change with budget cycles and notifications,HTML portal page; figures are published in tables
src-359,Startup India Seed Fund portal,https://seedfund.startupindia.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,QUARTERLY,85,2026-07-25,2026-10-24,TRUE,Package007_Government_Schemes,1,1,72.0,Tier 1 - Government of India domain,Scheme parameters change with budget cycles and notifications,HTML portal page; figures are published in tables
src-360,"WebSearch aggregation: Shikshan.org, Youth4work, IndiaCollegesHub",https://shikshan.org/courses-colleges/government-polytechnic-for-women-kakinada/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,58.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-361,Government of Telangana Horticulture/MIDH scheme page (shm.tg.nic.in); TSSOCA (Telangana State Seed & Organic Certification Authority); seednet.gov.in (Dept. of Agriculture & Farmers Welfare seed schemes portal); TradeIndia (Prince Agro Industries seed cleaning/grading plant listing); Agro Asian Industries seed-processing-plant product page; TSSDCL (Telangana State Seeds Development Corporation Ltd) official 'about' page,https://shm.tg.nic.in/Scheme.html ; https://tssoca.telangana.gov.in/indian-seed-processing-units/ ; https://seednet.gov.in/material/prog-schemes.htm ; https://www.tradeindia.com/products/seed-cleaning-and-grading-plant-6072946.html ; https://www.agroasianindustries.com/seed-processing-plant.html ; https://www.tssdcl.org/about.php ; https://www.tssdcl.telangana.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package004_Industries,1,1,56.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-362,Ministry of Skills,https://skillsindia.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,QUARTERLY,85,2026-07-24,2026-10-23,TRUE,Package005_Agriculture,1,1,64.0,Tier 1 - Government of India domain,Scheme parameters change with budget cycles and notifications,HTML portal page; figures are published in tables
src-363,Ministry of Social Justice and Empowerment,https://socialjustice.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package007_Government_Schemes,2,5,73.8,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-364,"WebSearch aggregated (Ministry of Social Justice and Empowerment PDF, Drishti IAS, Sanskriti IAS, schemesinindia.in)",https://socialjustice.gov.in/public/ckeditor/upload/43161654148172.pdf; https://www.drishtiias.com/daily-updates/daily-news-analysis/pm-daksh-scheme; https://www.sanskritiias.com/current-affairs/pm-daksh-scheme-evaluating-skill-development-outcomes-for-marginalised-communities,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,76.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-365,WebSearch cross-check (socialjustice.gov.in generic pre-matric scheme description; jnanabhumi.ap.gov.in and teachersbadi.in for AP-specific application details),https://socialjustice.gov.in/schemes/23,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,60.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-366,"WebSearch cross-check (socialjustice.gov.in, tcs.dosje.gov.in, india.gov.in listed among results; corroborated by buddy4study.com, indiascholarships.in)",https://socialjustice.gov.in/schemes/27,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,80.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-367,"WebSearch cross-check (nosmsje.gov.in and socialjustice.gov.in listed among results; corroborated by buddy4study.com, gyandhan.com, wemakescholars.com)",https://socialjustice.gov.in/schemes/28,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,86.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-368,"WebSearch cross-check (socialjustice.gov.in and nsfdc.nic.in listed among results; corroborated by buddy4study.com, schemesinindia.in)",https://socialjustice.gov.in/schemes/29,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,88.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-369,Soil Health Card portal,https://soilhealth.dac.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package007_Government_Schemes,1,1,74.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-370,spsnellore.ap.gov.in; mbbscouncil.com (via WebSearch snippets),https://spsnellore.ap.gov.in/government-general-hospital/ ; https://spsnellore.ap.gov.in/public-utility/acsr-govt-general-hospital-nellore/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,84.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-371,srikakulam.ap.gov.in (via WebSearch snippet),https://srikakulam.ap.gov.in/public-utility/rims-district-general-hospital-srikakulam/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,87.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-372,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://suh.edu.in/; https://www.collegebatch.com/19475-sreenidhi-university-in-hyderabad,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,63.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-373,"WebSearch aggregated (Delhi State Urban Livelihoods Mission, FICSI, ASCI, NULM training module PDF)",https://sulm.delhi.gov.in/sulm/employment-through-skills-training-placement-estp; https://www.ficsi.in/day-nulm-scheme; https://nulm.gov.in/pdf/user_manual/final_estp_training_module.pdf,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.pdf_parser.PDFParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,78.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,URL serves a PDF document
src-374,National Institute of Solar Energy (NISE) Suryamitra Skill Development Programme; Ministry of New and Renewable Energy (MNRE) Skill Development Programme page; NSDC Solar PV Installer (Suryamitra) listing,https://suryamitra.nise.res.in/; https://mnre.gov.in/en/skill-development-programme/; https://nsdcindia.org/solar-pv-installer-suryamitra,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,64.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-375,suryapet.telangana.gov.in (via WebSearch snippet),https://suryapet.telangana.gov.in/government-general-hospital/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-376,Suryapet district government portal; aggregator snippets,https://suryapet.telangana.gov.in/government-medical-college/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-377,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://svimstpt.ap.nic.in/; https://en.wikipedia.org/wiki/Sri_Venkateswara_Institute_of_Medical_Sciences,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,60.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-378,SWAYAM official portal; SWAYAM exam process guide,https://swayam.gov.in/about; https://www.prosyllabus.com/hub/swayam-exam-process-certification-guide,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,74.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-379,Government of Telangana,https://t-hub.co/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-25,2027-07-25,TRUE,Package008_MSME,1,1,70.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-380,"ITI 'Pump Operator cum Mechanic' course-detail aggregator pages citing DGT/NCVT CTS structure; Kirloskar/Texmo/CRI dealer listings (IndiaMART, Motors and Motor); PM-KUSUM official scheme materials (PIB, MNRE-linked guides)",https://targetstudy.com/iti/trade/101-pump-operator-cum-mechanic/ ; https://syllabus.iti.directory/index.php/pump-operator-cum-mechanic ; https://motorsandmotor.in/ ; https://www.pib.gov.in/Pressreleaseshare.aspx?PRID=1639414&reg=48&lang=2 ; https://ornatesolar.com/blog/solar-water-pump-and-pm-kusum-yojna-2021,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-23,2027-07-23,TRUE,Package004_Industries,1,1,64.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-381,Tea Board of India,https://teaboard.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package005_Agriculture,1,1,75.0,Tier 1 - Government of India domain,Agronomic guidance is stable between research cycles,HTML portal page; figures are published in tables
src-382,"WebSearch cross-check (studentcover.in, teachersbadi.in describing this as the BC-category successor naming after 2024 rebrand)",https://teachersbadi.in/ap-videshi-vidyadharana-scheme-overseas-vidya-nidhi-scholarship-study-bc-students/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,72.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-383,"WebSearch cross-check (telanganaepass.cgg.gov.in listed among results; corroborated by teachersbadi.in, collegemanzil.com, indiascholarships.in)",https://teachersbadi.in/ts-ambedkar-overseas-vidya-nidhi-scholarship-sc-st-minority-students/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,73.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-384,WebSearch cross-check (telanganaepass.cgg.gov.in referenced; corroborated by teachersbadi.in listing of the three TG overseas schemes by name),https://teachersbadi.in/ts-overseas-scholarships-online-application-form-sc-st-bc-minority-students-overseas-vidya-nidhi-chief-ministers-mahatma-jyothiba-phule/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,QUARTERLY,55,2026-07-22,2026-10-21,TRUE,Package002_Education,1,1,70.0,Tier 3 - other public source,Scheme parameters change with budget cycles and notifications,HTML portal page; figures are published in tables
src-385,"WebSearch cross-check (telanganaepass.cgg.gov.in listed among results; corroborated by teachersbadi.in, buddy4study.com, leverageedu.com)",https://telanganaepass.cgg.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package002_Education,1,2,72.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-386,"RESOLVED in RC2 enrichment: official GATE 2027 notification released by IIT Madras on 20 July 2026 at gate2027.iitm.ac.in, cross-checked via Testbook and PW Live news coverage of the same notification",https://testbook.com/news/gate-2027-official-website/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,80.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-387,Ministry of Textiles,https://texmin.nic.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package008_MSME,3,7,68.7,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-388,TSCHE Official Website (History page),https://tgche.ac.in/history/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,75,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,78.0,Tier 2 - academic institution,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-389,"Aggregator search snippets (thecareerassistance.com, getmyuniversity.com)",https://thecareerassistance.com/konaseema-institute-of-medical-sciences-and-research-foundation-amalapuram/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,84.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-390,Third-party certification cost aggregators referencing AWS/Pearson VUE pricing,https://thisisanitsupportgroup.com/blog/aws-cloud-practitioner-certification-cost-complete-guide/; https://certpath.dev/blog/how-much-does-aws-cloud-practitioner-cost,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,56.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-391,APSSDC official/district government page; National Skills Network article on APSSDC-NSDA NSQF workshop,https://tirupati.ap.gov.in/apssdc/; https://nationalskillsnetwork.in/apssdc-nsda-workshop/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,58.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-392,Tobacco Board of India,https://tobaccoboard.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package005_Agriculture,1,1,72.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-393,Ministry of Tourism,https://tourism.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package008_MSME,2,2,68.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
